run,process,part,argument,duration
83,search,embed,Which is faster for random access: a linked list or an array?,0.018785953521728516
83,search,query,Which is faster for random access: a linked list or an array?,0.06188821792602539
84,index,embed,02 - Foundations,0.2656404972076416
84,index,store,02 - Foundations,0.054756879806518555
84,index,embed,03 - Moving Beyond the Relational Model,0.3694150447845459
84,index,store,03 - Moving Beyond the Relational Model,0.07619214057922363
84,index,embed,04 - Data Replication,0.40084338188171387
84,index,store,04 - Data Replication,0.08187627792358398
84,index,embed,05 - NoSQL Intro + KV DBs,0.6443123817443848
84,index,store,05 - NoSQL Intro + KV DBs,0.589862585067749
84,index,embed,06 - Redis + Python,0.2724721431732178
84,index,store,06 - Redis + Python,0.053644657135009766
84,index,embed,07 - Document DBs and Mongo,0.6547234058380127
84,index,store,07 - Document DBs and Mongo,0.12182211875915527
84,index,embed,08 - PyMongo,0.10551643371582031
84,index,store,08 - PyMongo,0.025630950927734375
84,index,embed,09 - Introduction to Graph Data Model,0.4067668914794922
84,index,store,09 - Introduction to Graph Data Model,0.07246637344360352
84,index,embed,10 - Neo4j,0.3686635494232178
84,index,store,10 - Neo4j,0.07297348976135254
84,index,embed,11 - AWS Intro,0.260589599609375
84,index,store,11 - AWS Intro,0.06803321838378906
84,index,embed,12 - EC2 & Lambda,0.4322831630706787
84,index,store,12 - EC2 & Lambda,0.09003829956054688
84,index,embed,B- Trees Notes,0.06834197044372559
84,index,store,B- Trees Notes,0.01056981086730957
84,index,embed,DS4300 Notes E1,0.10103440284729004
84,index,store,DS4300 Notes E1,0.022224903106689453
84,search,embed,What is the capital of France?,0.013037919998168945
84,search,query,What is the capital of France?,0.6477477550506592
84,search,embed,What does the C stand for in ACID?,0.024996519088745117
84,search,query,What does the C stand for in ACID?,0.011005163192749023
84,search,embed,What type of database is Neo4j?,0.011410236358642578
84,search,query,What type of database is Neo4j?,0.009525060653686523
84,search,embed,Who created MongoDB?,0.015417098999023438
84,search,query,Who created MongoDB?,0.010538578033447266
84,search,embed,Which is faster for random access: a linked list or an array?,0.012093067169189453
84,search,query,Which is faster for random access: a linked list or an array?,0.012006759643554688
85,index,embed,02 - Foundations,0.13104033470153809
85,index,store,02 - Foundations,0.016004085540771484
85,index,embed,03 - Moving Beyond the Relational Model,0.2587864398956299
85,index,store,03 - Moving Beyond the Relational Model,0.027542829513549805
85,index,embed,04 - Data Replication,0.25169992446899414
85,index,store,04 - Data Replication,0.029074668884277344
85,index,embed,05 - NoSQL Intro + KV DBs,0.3371093273162842
85,index,store,05 - NoSQL Intro + KV DBs,0.043981075286865234
85,index,embed,06 - Redis + Python,0.15244150161743164
85,index,store,06 - Redis + Python,0.01859903335571289
85,index,embed,07 - Document DBs and Mongo,0.30120158195495605
85,index,store,07 - Document DBs and Mongo,0.038515329360961914
85,index,embed,08 - PyMongo,0.06718230247497559
85,index,store,08 - PyMongo,0.007504701614379883
85,index,embed,09 - Introduction to Graph Data Model,0.1868419647216797
85,index,store,09 - Introduction to Graph Data Model,0.023134946823120117
85,index,embed,10 - Neo4j,0.21866321563720703
85,index,store,10 - Neo4j,0.024509668350219727
85,index,embed,11 - AWS Intro,0.1680452823638916
85,index,store,11 - AWS Intro,0.021991729736328125
85,index,embed,12 - EC2 & Lambda,0.2010517120361328
85,index,store,12 - EC2 & Lambda,0.029994487762451172
85,index,embed,B- Trees Notes,0.05851864814758301
85,index,store,B- Trees Notes,0.0029969215393066406
85,index,embed,DS4300 Notes E1,0.11861634254455566
85,index,store,DS4300 Notes E1,0.008557319641113281
85,search,embed,What is the capital of France?,0.00900578498840332
85,search,query,What is the capital of France?,0.0009999275207519531
85,search,embed,What does the C stand for in ACID?,0.006530046463012695
85,search,query,What does the C stand for in ACID?,0.001998424530029297
85,search,embed,What type of database is Neo4j?,0.008599281311035156
85,search,query,What type of database is Neo4j?,0.0010044574737548828
85,search,embed,Who created MongoDB?,0.00953054428100586
85,search,query,Who created MongoDB?,0.0009965896606445312
85,search,embed,Which is faster for random access: a linked list or an array?,0.007535457611083984
85,search,query,Which is faster for random access: a linked list or an array?,0.002001523971557617
86,index,embed,02 - Foundations,0.1518561840057373
86,index,store,02 - Foundations,1.0359063148498535
86,index,embed,03 - Moving Beyond the Relational Model,0.24169039726257324
86,index,store,03 - Moving Beyond the Relational Model,1.7420032024383545
86,index,embed,04 - Data Replication,0.23748421669006348
86,index,store,04 - Data Replication,1.941791296005249
86,index,embed,05 - NoSQL Intro + KV DBs,0.4110147953033447
86,index,store,05 - NoSQL Intro + KV DBs,2.7221744060516357
86,index,embed,06 - Redis + Python,0.15082335472106934
86,index,store,06 - Redis + Python,1.1399941444396973
86,index,embed,07 - Document DBs and Mongo,0.3395271301269531
86,index,store,07 - Document DBs and Mongo,2.701474905014038
86,index,embed,08 - PyMongo,0.07446455955505371
86,index,store,08 - PyMongo,0.559776782989502
86,index,embed,09 - Introduction to Graph Data Model,0.19113969802856445
86,index,store,09 - Introduction to Graph Data Model,1.5991475582122803
86,index,embed,10 - Neo4j,0.2574169635772705
86,index,store,10 - Neo4j,1.6862468719482422
86,index,embed,11 - AWS Intro,0.17775416374206543
86,index,store,11 - AWS Intro,1.312896490097046
86,index,embed,12 - EC2 & Lambda,0.22559022903442383
86,index,store,12 - EC2 & Lambda,2.024815559387207
86,index,embed,B- Trees Notes,0.0630042552947998
86,index,store,B- Trees Notes,0.20754027366638184
86,index,embed,DS4300 Notes E1,0.12791991233825684
86,index,store,DS4300 Notes E1,0.48961901664733887
86,search,embed,What is the capital of France?,0.009000778198242188
86,search,query,What is the capital of France?,0.05851030349731445
86,search,embed,What does the C stand for in ACID?,0.00803828239440918
86,search,query,What does the C stand for in ACID?,0.05050826072692871
86,search,embed,What type of database is Neo4j?,0.008626699447631836
86,search,query,What type of database is Neo4j?,0.04722237586975098
86,search,embed,Who created MongoDB?,0.007534503936767578
86,search,query,Who created MongoDB?,0.052512168884277344
86,search,embed,Which is faster for random access: a linked list or an array?,0.006527423858642578
86,search,query,Which is faster for random access: a linked list or an array?,0.05951952934265137
87,index,embed,02 - Foundations,0.14843034744262695
87,index,store,02 - Foundations,0.06959295272827148
87,index,embed,03 - Moving Beyond the Relational Model,0.24075984954833984
87,index,store,03 - Moving Beyond the Relational Model,0.11456513404846191
87,index,embed,04 - Data Replication,0.23259615898132324
87,index,store,04 - Data Replication,0.12398147583007812
87,index,embed,05 - NoSQL Intro + KV DBs,0.40897560119628906
87,index,store,05 - NoSQL Intro + KV DBs,0.18703436851501465
87,index,embed,06 - Redis + Python,0.15565776824951172
87,index,store,06 - Redis + Python,0.06870484352111816
87,index,embed,07 - Document DBs and Mongo,0.31574535369873047
87,index,store,07 - Document DBs and Mongo,0.16185569763183594
87,index,embed,08 - PyMongo,0.0680234432220459
87,index,store,08 - PyMongo,0.033565521240234375
87,index,embed,09 - Introduction to Graph Data Model,0.18089818954467773
87,index,store,09 - Introduction to Graph Data Model,0.09959626197814941
87,index,embed,10 - Neo4j,0.2181260585784912
87,index,store,10 - Neo4j,0.10717916488647461
87,index,embed,11 - AWS Intro,0.16854405403137207
87,index,store,11 - AWS Intro,0.08650588989257812
87,index,embed,12 - EC2 & Lambda,0.22349858283996582
87,index,store,12 - EC2 & Lambda,0.12217020988464355
87,index,embed,B- Trees Notes,0.061187028884887695
87,index,store,B- Trees Notes,0.013503789901733398
87,index,embed,DS4300 Notes E1,0.10808610916137695
87,index,store,DS4300 Notes E1,0.029007911682128906
87,search,embed,What is the capital of France?,0.008000373840332031
87,search,query,What is the capital of France?,1.0326979160308838
87,search,embed,What does the C stand for in ACID?,0.006529569625854492
87,search,query,What does the C stand for in ACID?,0.011000394821166992
87,search,embed,What type of database is Neo4j?,0.007527828216552734
87,search,query,What type of database is Neo4j?,0.011370420455932617
87,search,embed,Who created MongoDB?,0.007530927658081055
87,search,query,Who created MongoDB?,0.010999917984008789
87,search,embed,Which is faster for random access: a linked list or an array?,0.009537220001220703
87,search,query,Which is faster for random access: a linked list or an array?,0.012512445449829102
88,index,embed,02 - Foundations,0.7524731159210205
88,index,store,02 - Foundations,0.01948857307434082
88,index,embed,03 - Moving Beyond the Relational Model,1.059842824935913
88,index,store,03 - Moving Beyond the Relational Model,0.030071258544921875
88,index,embed,04 - Data Replication,1.0384602546691895
88,index,store,04 - Data Replication,0.03304624557495117
88,index,embed,05 - NoSQL Intro + KV DBs,1.6292684078216553
88,index,store,05 - NoSQL Intro + KV DBs,0.04696226119995117
88,index,embed,06 - Redis + Python,0.6923062801361084
88,index,store,06 - Redis + Python,0.02006077766418457
88,index,embed,07 - Document DBs and Mongo,1.3416974544525146
88,index,store,07 - Document DBs and Mongo,0.050992727279663086
88,index,embed,08 - PyMongo,0.30756425857543945
88,index,store,08 - PyMongo,0.008999109268188477
88,index,embed,09 - Introduction to Graph Data Model,0.8675942420959473
88,index,store,09 - Introduction to Graph Data Model,0.028989076614379883
88,index,embed,10 - Neo4j,1.1160483360290527
88,index,store,10 - Neo4j,0.03128981590270996
88,index,embed,11 - AWS Intro,0.772132158279419
88,index,store,11 - AWS Intro,0.02502727508544922
88,index,embed,12 - EC2 & Lambda,0.9384474754333496
88,index,store,12 - EC2 & Lambda,0.03796124458312988
88,index,embed,B- Trees Notes,0.29378294944763184
88,index,store,B- Trees Notes,0.004001140594482422
88,index,embed,DS4300 Notes E1,0.6275548934936523
88,index,store,DS4300 Notes E1,0.009576797485351562
88,search,embed,What is the capital of France?,0.03197336196899414
88,search,query,What is the capital of France?,0.0010039806365966797
88,search,embed,What does the C stand for in ACID?,0.03153586387634277
88,search,query,What does the C stand for in ACID?,0.000997304916381836
88,search,embed,What type of database is Neo4j?,0.036989688873291016
88,search,query,What type of database is Neo4j?,0.0010623931884765625
88,search,embed,Who created MongoDB?,0.03166007995605469
88,search,query,Who created MongoDB?,0.000997781753540039
88,search,embed,Which is faster for random access: a linked list or an array?,0.03654313087463379
88,search,query,Which is faster for random access: a linked list or an array?,0.001001596450805664
89,index,embed,02 - Foundations,0.6728031635284424
89,index,store,02 - Foundations,1.0150833129882812
89,index,embed,03 - Moving Beyond the Relational Model,1.0918667316436768
89,index,store,03 - Moving Beyond the Relational Model,1.7262275218963623
89,index,embed,04 - Data Replication,1.0311095714569092
89,index,store,04 - Data Replication,1.897153377532959
89,index,embed,05 - NoSQL Intro + KV DBs,1.7662270069122314
89,index,store,05 - NoSQL Intro + KV DBs,2.792523145675659
89,index,embed,06 - Redis + Python,0.7166996002197266
89,index,store,06 - Redis + Python,1.1816394329071045
89,index,embed,07 - Document DBs and Mongo,1.5561137199401855
89,index,store,07 - Document DBs and Mongo,2.660278558731079
89,index,embed,08 - PyMongo,0.3462655544281006
89,index,store,08 - PyMongo,0.5106320381164551
89,index,embed,09 - Introduction to Graph Data Model,0.9421989917755127
89,index,store,09 - Introduction to Graph Data Model,1.7209851741790771
89,index,embed,10 - Neo4j,1.1305670738220215
89,index,store,10 - Neo4j,1.7047109603881836
89,index,embed,11 - AWS Intro,0.8324735164642334
89,index,store,11 - AWS Intro,1.3277583122253418
89,index,embed,12 - EC2 & Lambda,0.9993729591369629
89,index,store,12 - EC2 & Lambda,1.9973044395446777
89,index,embed,B- Trees Notes,0.3008275032043457
89,index,store,B- Trees Notes,0.24149823188781738
89,index,embed,DS4300 Notes E1,0.6612677574157715
89,index,store,DS4300 Notes E1,0.486774206161499
89,search,embed,What is the capital of France?,0.03200411796569824
89,search,query,What is the capital of France?,0.05351424217224121
89,search,embed,What does the C stand for in ACID?,0.03204035758972168
89,search,query,What does the C stand for in ACID?,0.0449986457824707
89,search,embed,What type of database is Neo4j?,0.03251934051513672
89,search,query,What type of database is Neo4j?,0.05100417137145996
89,search,embed,Who created MongoDB?,0.0316774845123291
89,search,query,Who created MongoDB?,0.044710636138916016
89,search,embed,Which is faster for random access: a linked list or an array?,0.03203630447387695
89,search,query,Which is faster for random access: a linked list or an array?,0.04400038719177246
90,index,embed,02 - Foundations,0.6506719589233398
90,index,store,02 - Foundations,0.0690009593963623
90,index,embed,03 - Moving Beyond the Relational Model,1.0433533191680908
90,index,store,03 - Moving Beyond the Relational Model,0.1045389175415039
90,index,embed,04 - Data Replication,1.0870790481567383
90,index,store,04 - Data Replication,0.1191706657409668
90,index,embed,05 - NoSQL Intro + KV DBs,1.8072402477264404
90,index,store,05 - NoSQL Intro + KV DBs,0.17526721954345703
90,index,embed,06 - Redis + Python,0.7229585647583008
90,index,store,06 - Redis + Python,0.07076597213745117
90,index,embed,07 - Document DBs and Mongo,1.4411075115203857
90,index,store,07 - Document DBs and Mongo,0.16608548164367676
